lastName,firstName,middleName,series,number,birthDate,birthPlace,subdivisionCode,issuedDate,issuingAuthority
Кудряшов,Прохор,Виленович,84 45,077129,05.11.1968,г. Охотск,832-056,26.11.2013,Отдел по вопросам миграции МВД России по Республике Калмыкия в г. Элиста
Иванова,Ульяна,Степановна,09 41,450006,21.07.1975,г. Урай,591-695,18.08.2020,Главное управление МВД России по Волгоградской области
Никитин,Любосмысл,Гавриилович,77 72,309330,08.11.1985,г. Гдов,263-034,07.01.2006,Районный отдел УФМС России по Свердловской области в г. Нижний Тагил
Кузьмин,Прокл,Феодосьевич,38 69,907801,03.12.1977,г. Челябинск,283-525,28.01.2023,Территориальный отдел МВД России по Кировской области
Самсонова,Ангелина,Харитоновна,85 61,697698,22.08.1970,г. Воткинск,761-738,16.10.2015,Отдел МВД России по Ленинградской области
Пономарева,Алла,Тарасовна,77 93,692437,27.02.1991,г. Октябрьское (Хант.),373-182,11.03.2011,Главное управление МВД России по Республике Башкортостан в г. Салават
Николаева,Екатерина,Анатольевна,51 60,969330,11.04.2007,г. Белогорск (Амур.),321-236,28.04.2021,Главное управление МВД России по Пермскому краю в г. Чайковский
Павлова,Оксана,Петровна,75 41,982058,22.07.1984,г. Хабаровск,441-108,26.08.2004,Территориальный отдел МВД России по Республике Саха (Якутия)
Никонов,Трофим,Всеволодович,83 54,963216,04.06.1973,г. Красновишерск,992-720,22.06.2018,Отдел МВД России по Тверской области
Куликова,Вера,Максимовна,45 55,777230,22.06.1978,г. Касимов,371-616,09.08.2023,Главное управление МВД России по Ростовской области в г. Таганрог
Исаков,Феофан,Демьянович,85 34,000813,21.03.1978,г. Светлогорск (Калин.),133-816,09.05.2023,Управление по вопросам миграции МВД России по Республике Башкортостан
Никитин,Дементий,Арсенович,78 55,472080,25.07.1968,г. Уренгой,741-013,09.09.2013,Районный отдел УФМС России по Хабаровскому краю
Павлова,Зоя,Артемовна,61 63,465436,29.09.1974,г. Руза,671-956,12.11.2019,Паспортно-визовая служба ОВД по Республике Ингушетия в г. Назрань
Соловьев,Селиверст,Захарьевич,14 79,488371,21.04.1972,г. Александровск,301-850,07.05.2017,Отделение УФМС России по Оренбургской области в г. Орск
Колобова,Надежда,Эдуардовна,80 66,929451,21.09.2007,г. Хасан,593-128,12.10.2021,Главное управление МВД России по Амурской области в г. Благовещенск
Денисова,Вера,Даниловна,64 84,568952,19.02.1991,г. Юрьевец (Иван.),121-679,12.04.2011,Главное управление МВД России по Новгородской области
Лихачев,Олег,Давидович,87 55,119885,18.05.1972,г. Иркутск,833-068,08.06.2017,Отделение по вопросам миграции ОМВД России по Амурской области
Капустин,Сидор,Гаврилович,17 29,324864,21.02.1994,г. Яр-Сале,643-520,06.03.2014,Отдел УФМС России по Краснодарскому краю
Чернова,Ульяна,Натановна,03 59,071607,24.06.1962,г. Петрозаводск,712-902,31.07.2007,Территориальный отдел МВД России по Челябинской области
Селезнев,Ипатий,Фёдорович,74 84,041092,27.11.2004,г. Красноселькуп,363-232,03.01.2025,Отдел УФМС России по Томской области в г. Стрежевой
Владимиров,Владлен,Евсеевич,63 90,794777,09.04.2006,г. Буйнакск,101-910,07.06.2020,Отдел полиции УМВД России по Ямало-Ненецкому автономному округу в г. Салехард
Дмитриев,Давыд,Елисеевич,72 78,696525,17.05.1984,г. Алексин,122-330,10.06.2004,Отдел МВД России по Костромской области
Копылова,Елена,Кирилловна,05 91,771869,03.04.1993,г. Макушино,231-273,04.05.2013,Управление МВД России по г. Набережные Челны по Октябрьскому району
Исаев,Фока,Харитонович,43 96,905062,02.11.1986,г. Самара,462-966,25.12.2006,Управление МВД России по Республике Северная Осетия — Алания
Котова,Октябрина,Оскаровна,44 31,344648,02.04.1982,г. Белорецк,492-884,20.05.2002,Паспортно-визовая служба ОВД по г. Севастополю
Быков,Самсон,Давыдович,99 35,418442,31.10.1971,г. Ульяновск,691-847,16.12.2016,Управление МВД России по Ставропольскому краю в г. Кисловодск
Щербаков,Юлиан,Викентьевич,17 54,197111,26.07.1998,г. Вытегра,812-899,06.08.2018,Межрайонный отдел УФМС России по Пермскому краю в г. Пермь
Ширяев,Валентин,Федосьевич,10 92,013803,31.12.2002,г. Быково (метеост.),091-564,26.01.2023,Отдел по вопросам миграции ОМВД России по Республике Хакасия
Фомина,Нинель,Вадимовна,36 94,142117,10.01.1963,г. Нарткала,603-694,26.02.2008,Отдел полиции УМВД России по Республике Марий Эл
Медведева,Анжелика,Яковлевна,62 65,213007,01.06.1989,г. Бирск,272-757,15.07.2009,Территориальный отдел МВД России по Хабаровскому краю в г. Комсомольск-на-Амуре
Уварова,Светлана,Михайловна,86 64,550828,26.07.2003,г. Чусовой,782-724,09.09.2023,Территориальный отдел МВД России по г. Омск по Мотовилихинскому району
Алексеев,Георгий,Ермолаевич,22 90,832238,25.11.1975,г. Лесной (Сверд.),493-436,03.01.2021,Отдел МВД России по Московской области в г. Королёв
Максимова,Анжела,Владиславовна,20 37,327363,29.07.1960,г. Таштагол,183-736,12.08.2005,Районный отдел УФМС России по Смоленской области в г. Вязьма
Уваров,Всеслав,Евстигнеевич,67 29,290115,07.03.1961,г. Пышма,122-430,04.04.2006,Отдел МВД России по Новосибирской области в г. Куйбышев
Ефремова,Зоя,Даниловна,89 54,451755,26.10.1983,г. Бийск,792-511,11.11.2003,Управление по вопросам миграции МВД России по Республике Карелия в г. Сегежа
Лаврентьев,Антонин,Харламович,50 33,450178,18.10.1980,г. Златоуст,243-430,09.12.2025,Отдел по вопросам миграции МВД России по Республике Марий Эл в г. Йошкар-Ола
Аксенова,Элеонора,Даниловна,51 84,592206,24.10.1961,г. Губкин,233-965,07.11.2006,Отдел полиции УМВД России по Самарской области
Лапин,Демид,Фролович,88 34,869688,22.01.1994,г. Лагань,193-254,25.02.2014,Управление внутренних дел по Ростовской области в г. Волгодонск
Рябов,Валентин,Геннадиевич,76 53,978993,28.08.1993,г. Хужир,111-300,19.09.2013,Отдел по вопросам миграции ОМВД России по Архангельской области
Кулагин,Мир,Ильясович,60 70,571239,02.05.1990,г. Ряжск,882-892,22.05.2010,Отдел полиции УМВД России по Брянской области в г. Брянск
Гуляев,Станислав,Феодосьевич,93 30,496498,12.05.1974,г. Люберцы,453-904,29.05.2019,Управление внутренних дел по Чеченской Республике в г. Аргун
Кондратьева,Наина,Афанасьевна,43 69,719617,19.11.1966,г. Тотьма,492-717,09.12.2011,Отдел по вопросам миграции МВД России по Архангельской области в г. Архангельск
Быков,Мстислав,Данилович,33 31,945861,02.12.1972,г. Камышлов,083-883,06.01.2018,Управление МВД России по Забайкальскому краю
Гусев,Поликарп,Эдгардович,97 71,839327,13.11.1991,г. Ирбит,141-154,03.12.2011,Территориальный отдел МВД России по Республике Татарстан в г. Зеленодольск
Гуляева,Марина,Михайловна,18 56,016710,04.09.1990,г. Буденновск,811-493,30.10.2010,Отдел МВД России по Хабаровскому краю
Петров,Потап,Давыдович,54 66,645893,01.06.1993,г. Анива,982-020,31.07.2013,Территориальный отдел МВД России по Алтайскому краю в г. Рубцовск
Носова,Кира,Георгиевна,17 30,560650,14.04.2006,г. Северо-Курильск,133-916,18.05.2020,Паспортно-визовая служба ОВД по Калининградской области в г. Советск
Виноградова,Жанна,Геннадиевна,88 27,764871,29.01.1983,г. Мыс Шмидта,081-279,11.02.2003,Управление внутренних дел по Новгородской области в г. Боровичи
Симонов,Аникей,Елисеевич,03 28,195645,22.09.1995,г. Беломорск,833-253,28.10.2015,Управление внутренних дел по Омской области в г. Омск
Фролова,Елизавета,Рубеновна,17 57,154985,02.03.1998,г. Джейрах,131-785,17.03.2018,Территориальный отдел МВД России по Республике Башкортостан в г. Нефтекамск
Комаров,Всемил,Евстигнеевич,34 57,489655,22.07.1976,г. Жиганск,092-717,19.09.2021,Отделение УФМС России по Калининградской области в г. Калининград
Константинова,Ульяна,Святославовна,18 78,799808,16.02.1962,г. Магас,233-593,04.04.2007,Паспортно-визовая служба ОВД по Курганской области
Александрова,Антонина,Тимуровна,88 55,977133,22.11.1988,г. Двинской,282-847,06.01.2009,Отдел по вопросам миграции МВД России по Амурской области в г. Благовещенск
Исаков,Соломон,Яковлевич,65 59,406899,20.10.1967,г. Уварово,802-985,16.12.2012,Отделение по вопросам миграции ОМВД России по Ямало-Ненецкому автономному округу в г. Новый Уренгой
Морозова,Варвара,Дмитриевна,23 59,475069,04.05.1971,г. Асбест,121-686,28.06.2016,Управление по вопросам миграции МВД России по Республике Башкортостан в г. Октябрьский
Власова,Василиса,Оскаровна,12 61,802047,12.02.1993,г. Невельск,651-937,04.04.2013,Территориальный отдел МВД России по Еврейской автономной области в г. Биробиджан
Князева,Вероника,Ниловна,21 76,653648,17.09.1966,г. Усть-Камчатск,821-316,08.11.2011,Отделение по вопросам миграции ОМВД России по Ульяновской области
Громов,Лукьян,Гавриилович,48 67,594102,06.12.1960,г. Верхний Уфалей,513-988,25.01.2006,Территориальный отдел МВД России по Рязанской области
Шестакова,Анжела,Яковлевна,35 61,632749,24.04.1996,г. Приозерск,213-556,06.06.2016,Отделение по вопросам миграции ОМВД России по Республике Карелия в г. Петрозаводск
Степанова,Марина,Вячеславовна,10 78,912039,24.06.1996,г. Кандалакша,912-652,28.07.2016,Паспортно-визовая служба ОВД по Омской области
Андреева,Глафира,Романовна,07 66,805829,09.06.1960,г. Одинцово,743-422,05.07.2005,Районный отдел УФМС России по Камчатскому краю
Зайцев,Аникита,Устинович,85 57,713559,05.08.1986,г. Беломорск,542-335,09.09.2006,Территориальный отдел МВД России по Кабардино-Балкарской Республике в г. Нальчик
Рябова,Ирина,Алексеевна,94 81,814034,13.10.1968,г. Якутск,892-991,10.12.2013,Районный отдел УФМС России по Республике Саха (Якутия) в г. Мирный
Логинов,Измаил,Иосифович,77 38,083090,05.06.1975,г. Новороссийск,721-525,02.07.2020,Управление МВД России по Свердловской области в г. Екатеринбург
Самойлов,Федосий,Адамович,92 78,776144,15.11.1998,г. Королев,453-114,05.01.2019,Отдел полиции УМВД России по Ярославской области в г. Рыбинск
Киселева,Анжела,Оскаровна,10 72,413298,11.10.1988,г. Баргузин,183-066,26.11.2008,Отдел МВД России по Республике Дагестан в г. Махачкала
Панов,Яков,Иосипович,25 44,498844,07.05.1995,г. Нурлат,862-470,07.06.2015,Отдел по вопросам миграции МВД России по Саратовской области
Федоров,Радим,Эдгардович,43 71,604599,08.04.1975,г. Лотошино,951-298,10.05.2020,Паспортно-визовая служба ОВД по Республике Татарстан
Шубина,Вероника,Геннадиевна,40 73,498911,05.01.2006,г. Жуковский,322-766,22.01.2020,Отделение по вопросам миграции ОМВД России по Липецкой области
Данилов,Никита,Геннадиевич,05 65,333118,01.04.2004,г. Сальск,262-095,22.04.2024,Отдел МВД России по Новгородской области в г. Старая Русса
Пономарева,Милица,Наумовна,85 86,237831,17.01.2006,г. Игнашино,143-180,08.02.2020,Паспортный стол ОВД по Красноярскому краю
Гаврилов,Владимир,Ефимович,71 95,924476,29.12.2003,г. Усть-Катав,511-323,24.01.2024,Управление МВД России по Республике Алтай
Белозеров,Ладимир,Харитонович,51 47,393209,12.03.1984,г. Новочеркасск,942-163,16.04.2004,Паспортный стол ОВД по г. Чебоксары по Свердловскому району
Анисимов,Владислав,Афанасьевич,22 68,349878,24.06.1995,г. Кашира,422-529,04.07.2015,Отдел по вопросам миграции МВД России по Чеченской Республике в г. Грозный
Селезнева,Эмилия,Анатольевна,75 31,660918,27.11.1986,г. Усть-Камчатск,903-185,21.01.2007,Районный отдел УФМС России по Саратовской области в г. Балаково
Королева,Фёкла,Мироновна,25 77,049295,07.06.2002,г. Морозовск,801-672,15.07.2022,Территориальный отдел МВД России по Оренбургской области в г. Оренбург
Яковлев,Артем,Юлианович,73 45,005694,05.03.1972,г. Выборг,071-598,04.04.2017,Межрайонный отдел УФМС России по Ярославской области в г. Ярославль
Киселев,Юлиан,Зиновьевич,51 30,596507,04.12.2003,г. Усмань,462-534,27.12.2023,Отдел полиции УМВД России по Вологодской области в г. Вологда
Колесников,Никон,Демидович,38 85,276863,07.03.1991,г. Сковородино,232-225,19.03.2011,Паспортно-визовая служба ОВД по Удмуртской Республике в г. Глазов
Кулагина,Елена,Павловна,39 34,817515,14.02.1996,г. Кинешма,221-108,26.02.2016,Межрайонный отдел УФМС России по Липецкой области в г. Липецк
Евсеев,Бажен,Вилорович,88 49,425731,13.03.1976,г. Губкинский,361-830,02.05.2021,Районный отдел УФМС России по Республике Башкортостан
Семенов,Савелий,Ааронович,09 54,246283,15.12.1998,г. Ессентуки,691-329,02.02.2019,Отдел МВД России по Липецкой области
Доронин,Федор,Дмитриевич,77 75,291084,31.07.1988,г. Буйнакск,562-878,20.08.2008,Отдел полиции УМВД России по Хабаровскому краю в г. Хабаровск
Ширяев,Ерофей,Филатович,23 81,522960,27.03.1985,г. Люберцы,013-571,06.05.2005,Отделение по вопросам миграции ОМВД России по Республике Тыва
Артемьева,Алла,Павловна,60 53,759524,02.12.1967,г. Плес,802-545,16.12.2012,Отдел МВД России по Орловской области в г. Орёл
Бирюков,Леонтий,Дорофеевич,73 49,613832,30.01.1976,г. Карпинск,643-271,05.03.2021,Управление внутренних дел по Республике Ингушетия в г. Назрань
Комиссаров,Семен,Иосипович,62 28,895534,24.11.1978,г. Шерегеш,873-717,05.01.2024,Отдел по вопросам миграции ОМВД России по Карачаево-Черкесской Республике в г. Черкесск
Копылов,Евсей,Артемьевич,91 32,425604,13.09.1978,г. Белый Яр (Томск.),843-003,22.10.2023,Паспортно-визовая служба ОВД по Ямало-Ненецкому автономному округу в г. Ноябрьск
Костина,Мария,Валентиновна,72 59,323701,05.10.1963,г. Белорецк,193-682,02.12.2008,Отдел МВД России по Еврейской автономной области в г. Биробиджан
Рогова,Василиса,Борисовна,96 93,961441,29.10.1981,г. Внуково (метеост.),402-488,09.12.2026,Территориальный отдел МВД России по Чувашской Республике
Мишина,Евфросиния,Феликсовна,82 32,382479,05.06.1980,г. Кандалакша,142-961,10.07.2025,Отделение УФМС России по Республике Тыва
Самсонова,Анжела,Леоновна,49 94,396702,28.04.2004,г. Чита,212-776,26.05.2024,Отдел МВД России по Краснодарскому краю в г. Новороссийск
Третьяков,Владислав,Федосьевич,55 66,846354,23.05.1973,г. Яшалта,232-598,12.06.2018,Отдел по вопросам миграции ОМВД России по Хабаровскому краю в г. Хабаровск
Денисов,Прокл,Борисович,26 68,240950,20.01.1965,г. Советский,581-039,19.03.2010,Главное управление МВД России по Рязанской области
Лыткина,Любовь,Захаровна,19 27,085105,23.04.1971,г. Октябрьское (Челяб.),501-522,19.05.2016,Отдел полиции УМВД России по Астраханской области в г. Астрахань
Костина,Прасковья,Романовна,34 40,159185,16.03.1996,г. Киренск,572-507,01.04.2016,Районный отдел УФМС России по Республике Ингушетия
Михайлова,Александра,Кирилловна,38 34,683242,14.12.1976,г. Амдерма,512-743,18.01.2022,Отдел по вопросам миграции ОМВД России по Волгоградской области
Шестаков,Самсон,Изотович,74 75,137502,16.07.1974,г. Калязин,113-437,27.07.2019,Районный отдел УФМС России по Псковской области в г. Великие Луки
Фокина,Акулина,Альбертовна,95 31,443642,12.01.1990,г. Енисейск,633-541,07.02.2010,Территориальный отдел МВД России по Забайкальскому краю в г. Чита
Горшкова,Ольга,Вениаминовна,34 73,344377,04.07.2007,г. Апшеронск,581-360,26.07.2021,Отдел по вопросам миграции ОМВД России по Томской области
Сазонов,Гордей,Димитриевич,54 64,174477,04.06.1976,г. Абинск,963-536,30.07.2021,Главное управление МВД России по Республике Коми в г. Печора
Рожков,Клавдий,Фролович,06 50,714639,02.03.1984,г. Серпухов,102-073,18.03.2004,Территориальный отдел МВД России по Республике Марий Эл
Шилов,Кондрат,Игоревич,38 79,165466,25.10.1974,г. Оленек,303-020,28.11.2019,Управление МВД России по Нижегородской области в г. Дзержинск
Гуляев,Богдан,Арсеньевич,61 54,439704,25.05.1968,г. Шали,431-689,24.07.2013,Отдел полиции УМВД России по Воронежской области в г. Россошь
Никонова,Олимпиада,Натановна,61 83,940977,07.02.1962,г. Краснотурьинск,853-678,08.04.2007,Управление внутренних дел по г. Барнаул по Промышленному району
Фомичев,Федосий,Игоревич,37 32,997088,17.11.1998,г. Семлячики,791-489,22.12.2018,Отделение УФМС России по Республике Алтай в г. Горно-Алтайск
Галкин,Мариан,Димитриевич,87 93,785850,26.12.1971,г. Сочи,711-104,26.01.2017,Управление внутренних дел по Оренбургской области
Колобова,Нонна,Болеславовна,36 53,363389,16.08.1983,г. Троицк (Моск.),171-073,03.09.2003,Управление по вопросам миграции МВД России по Новгородской области
Князев,Мартын,Захарьевич,04 83,162271,05.05.1969,г. Тула,772-379,09.06.2014,Управление МВД России по Ханты-Мансийскому автономному округу — Югре
Ильина,Дарья,Константиновна,61 62,471176,14.08.1960,г. Верхний Тагил,371-827,04.09.2005,Отдел МВД России по Кемеровской области в г. Новокузнецк
Воронцова,Екатерина,Тарасовна,71 40,483094,27.09.1976,г. Мостовской,082-888,26.10.2021,Паспортный стол ОВД по Кировской области в г. Вятские Поляны
Власов,Евсей,Валентинович,82 68,007347,15.03.1979,г. Александровск,121-544,09.04.2024,Паспортный стол ОВД по Новосибирской области в г. Бердск
Гришина,Раиса,Рудольфовна,04 68,204808,09.07.1974,г. Ершов,592-392,12.08.2019,Отдел УФМС России по Кемеровской области в г. Прокопьевск
Горшкова,Пелагея,Романовна,68 42,845883,17.02.1971,г. Апшеронск,542-885,22.03.2016,Управление по вопросам миграции МВД России по Омской области
Тихонова,Прасковья,Никифоровна,10 77,745581,03.01.1962,г. Иркутск,671-042,18.01.2007,Отдел по вопросам миграции МВД России по Орловской области
Рябов,Изот,Яковлевич,11 86,030554,14.09.1997,г. Пушкин,983-908,07.10.2017,Управление внутренних дел по Белгородской области в г. Губкин
Фомина,Анжела,Федоровна,10 78,902744,05.08.2001,г. Самара,472-342,01.09.2021,Отделение по вопросам миграции ОМВД России по Орловской области
Родионова,Агата,Оскаровна,84 28,032953,27.03.1976,г. Ульяновск,642-578,09.05.2021,Отделение УФМС России по Свердловской области
Никонова,Антонина,Аскольдовна,39 34,728505,22.11.1969,г. Железногорск(Курск.),102-463,18.12.2014,Отдел УФМС России по Республике Калмыкия
Мартынова,Наина,Олеговна,62 95,449299,08.11.1995,г. Магнитогорск,843-372,28.11.2015,Отделение по вопросам миграции ОМВД России по Республике Калмыкия
Калашникова,Алла,Натановна,63 29,312077,10.07.1979,г. Нефтеюганск,173-483,01.08.2024,Паспортный стол ОВД по Республике Ингушетия
Носова,Нонна,Альбертовна,85 86,443155,11.07.1971,г. Сочи,333-862,09.08.2016,Отдел по вопросам миграции ОМВД России по Красноярскому краю в г. Канск
Меркушева,Дарья,Аскольдовна,50 94,161662,17.11.1988,г. Белокуриха,133-937,04.01.2009,Управление по вопросам миграции МВД России по Краснодарскому краю
Пономарев,Максим,Витальевич,23 95,625531,02.10.1995,г. Жуковский,352-320,28.10.2015,Отдел МВД России по Республике Дагестан
Шубин,Мстислав,Фомич,89 95,140579,26.04.1979,г. Пышма,083-775,07.06.2024,Паспортно-визовая служба ОВД по Республике Алтай в г. Горно-Алтайск
Лаврентьева,Галина,Федоровна,25 27,842469,02.03.1978,г. Карабулак,831-598,25.04.2023,Отдел по вопросам миграции ОМВД России по Ярославской области
Миронова,Ольга,Викторовна,86 95,751311,01.01.1979,г. Шадринск,552-008,29.01.2024,Паспортно-визовая служба ОВД по г. Кемерово по Кировскому району
Колесников,Ювеналий,Феодосьевич,77 85,322667,19.06.1962,г. Суздаль,162-822,29.07.2007,Отдел по вопросам миграции МВД России по Пермскому краю в г. Лысьва
Агафонов,Азарий,Егорович,33 92,101797,07.06.1999,г. Туапсе,393-459,18.07.2019,Отдел по вопросам миграции ОМВД России по г. Санкт-Петербургу
Маслов,Ювеналий,Абрамович,05 54,759035,29.08.1969,г. Чулым,881-662,25.10.2014,Отделение по вопросам миграции ОМВД России по Сахалинской области в г. Корсаков
Моисеев,Милан,Игоревич,93 86,629933,29.01.1967,г. Королев,613-779,28.03.2012,Отдел полиции УМВД России по Республике Калмыкия
Корнилов,Ладимир,Артёмович,36 78,535117,11.11.1985,г. Ершов,752-570,01.12.2005,Паспортно-визовая служба ОВД по Хабаровскому краю
Кузнецов,Аникей,Елизарович,55 79,609486,21.08.1995,г. Санкт-Петербург,373-859,28.09.2015,Управление по вопросам миграции МВД России по Республике Алтай в г. Горно-Алтайск
Полякова,Алина,Степановна,45 58,572169,23.04.1994,г. Магнитогорск,461-330,14.06.2014,Управление по вопросам миграции МВД России по Челябинской области
Белякова,Октябрина,Антоновна,17 86,034606,10.03.1990,г. Смирных,161-534,07.04.2010,Управление по вопросам миграции МВД России по Томской области
Киселев,Панкратий,Тихонович,39 93,213447,12.04.2006,г. Качканар,262-292,27.04.2020,Отдел по вопросам миграции МВД России по Республике Тыва в г. Кызыл
Титов,Аникей,Эдуардович,96 45,132540,16.03.1977,г. Елабуга,902-366,24.04.2022,Районный отдел УФМС России по Республике Марий Эл
Тимофеев,Леонтий,Еремеевич,91 66,538191,16.09.1992,г. Ульяновск,432-018,29.10.2012,Межрайонный отдел УФМС России по Самарской области
Бобылева,Акулина,Святославовна,78 53,382204,17.11.1968,г. Листвянка (Иркут.),881-498,05.01.2014,Отделение УФМС России по Республике Башкортостан
Потапова,Дарья,Вячеславовна,25 80,383831,08.11.1976,г. Анадырь,831-449,26.11.2021,Районный отдел УФМС России по Краснодарскому краю
Беляков,Потап,Давидович,27 85,631057,10.06.1985,г. Снежногорск (Мурм.),112-787,03.07.2005,Управление МВД России по Сахалинской области
Мамонтова,Мария,Макаровна,20 41,025849,11.01.1967,г. Энгельс,653-149,26.01.2012,Отделение по вопросам миграции ОМВД России по Еврейской автономной области в г. Биробиджан
Мамонтов,Митофан,Терентьевич,90 51,600105,09.08.1971,г. Новокузнецк,211-870,25.09.2016,Межрайонный отдел УФМС России по Пермскому краю в г. Лысьва
Фадеев,Гостомысл,Алексеевич,68 67,724049,24.12.1997,г. Углегорск,411-522,02.02.2018,Отделение по вопросам миграции ОМВД России по Хабаровскому краю
Щербакова,Анастасия,Леоновна,48 76,427000,26.08.1970,г. Славянск-на-Кубани,133-775,10.10.2015,Отдел УФМС России по Брянской области в г. Клинцы
Давыдов,Евстафий,Измаилович,90 50,887942,22.09.1968,г. Тайшет,533-153,15.10.2013,Отделение УФМС России по Республике Тыва в г. Кызыл
Родионова,Анжелика,Максимовна,55 41,905577,29.04.1972,г. Мирный,973-334,25.06.2017,Отдел по вопросам миграции МВД России по Псковской области в г. Великие Луки
Ефремов,Лучезар,Ермолаевич,57 42,322586,16.05.1967,г. Абинск,163-551,23.06.2012,Паспортный стол ОВД по г. Волгоград по Кировскому району
Алексеева,Агафья,Болеславовна,06 53,899691,13.07.2002,г. Таганрог,363-154,27.08.2022,Отдел по вопросам миграции МВД России по Костромской области в г. Кострома
Федоров,Вадим,Ильич,02 53,954377,02.03.1977,г. Краснодар,893-279,12.04.2022,Межрайонный отдел УФМС России по Карачаево-Черкесской Республике в г. Черкесск
Маркова,Ирина,Натановна,05 85,992444,03.12.2007,г. Усть-Катав,461-663,30.12.2021,Отдел полиции УМВД России по г. Севастополю
Зимин,Каллистрат,Марсович,23 96,797288,25.06.1967,г. Палана,571-233,17.08.2012,Управление внутренних дел по Белгородской области
Козлова,Вера,Петровна,24 45,739051,28.02.1981,г. Каргасок,341-964,12.03.2026,Районный отдел УФМС России по Псковской области в г. Псков
Носков,Валерьян,Арсенович,52 65,433238,06.12.1970,г. Гатчина,351-066,08.01.2016,Межрайонный отдел УФМС России по Курганской области в г. Шадринск
Федосеев,Викентий,Владиславович,15 68,468957,30.09.1978,г. Малая Вишера,183-025,11.11.2023,Отделение УФМС России по Алтайскому краю в г. Барнаул
Беляева,Жанна,Вячеславовна,28 49,048553,19.10.1996,г. Волоколамск,771-418,28.11.2016,Управление внутренних дел по Республике Саха (Якутия) в г. Мирный
Ширяев,Исай,Валентинович,92 58,691011,07.07.1962,г. Кашхатау,451-558,24.08.2007,Главное управление МВД России по Карачаево-Черкесской Республике
Королева,Нинель,Анатольевна,18 85,772830,14.09.1977,г. Черский,191-793,05.11.2022,Отдел УФМС России по Республике Адыгея в г. Майкоп
Щербакова,Майя,Антоновна,05 44,059079,21.10.1987,г. Сортавала,213-414,03.11.2007,Управление МВД России по Республике Марий Эл
Рожков,Лукьян,Антонович,72 48,425298,23.07.1995,г. Когалым,151-225,17.09.2015,Паспортный стол ОВД по Томской области в г. Стрежевой
Кабанов,Корнил,Юльевич,44 84,532821,11.03.2006,г. Темрюк,101-476,02.04.2020,Управление внутренних дел по Республике Крым в г. Феодосия
Степанов,Радован,Абрамович,02 89,292165,13.06.1967,г. Сузун,682-952,30.07.2012,Отдел МВД России по Красноярскому краю
Гаврилова,Наталья,Аскольдовна,60 51,109032,27.05.1988,г. Семлячики,341-332,16.07.2008,Отделение УФМС России по г. Санкт-Петербургу
Вишнякова,Ульяна,Святославовна,81 42,771003,12.07.1977,г. Терней,813-818,06.08.2022,Территориальный отдел МВД России по Республике Калмыкия
Зыкова,Лидия,Анатольевна,54 46,059305,14.07.1993,г. Гусь-Хрустальный,153-607,17.08.2013,Управление по вопросам миграции МВД России по г. Москве в районе Пресненский
Кириллова,Виктория,Кирилловна,88 38,603166,22.10.1962,г. Геленджик,392-950,21.11.2007,Главное управление МВД России по Калужской области в г. Обнинск
Ковалев,Ананий,Григорьевич,80 36,871072,14.07.1964,г. Томск,362-258,04.08.2009,Отдел по вопросам миграции ОМВД России по Приморскому краю
Капустина,Евгения,Леонидовна,30 32,903825,01.04.1962,г. Киров (Вятка),922-450,25.04.2007,Отдел полиции УМВД России по Тюменской области в г. Тюмень
Шаров,Амос,Эдгардович,24 58,941785,29.02.1996,г. Сусуман,292-828,12.03.2016,Отдел МВД России по Московской области
Хохлова,Надежда,Мироновна,66 82,186772,08.07.1963,г. Объячево,033-181,24.08.2008,Отделение УФМС России по Кабардино-Балкарской Республике
Суханова,Олимпиада,Олеговна,67 44,010546,29.03.1993,г. Яшкуль,072-885,27.05.2013,Отдел по вопросам миграции МВД России по Костромской области
Устинов,Вячеслав,Евстигнеевич,40 96,031915,07.04.2007,г. Боровск,542-744,24.05.2021,Управление внутренних дел по Тюменской области
Блохина,Оксана,Олеговна,88 86,459974,05.02.1969,г. Архыз,661-322,22.03.2014,Отдел по вопросам миграции ОМВД России по Карачаево-Черкесской Республике
Князев,Афиноген,Брониславович,95 88,156461,10.11.1969,г. Таганрог,832-941,04.12.2014,Отдел полиции УМВД России по Амурской области в г. Свободный
Большаков,Ипат,Денисович,86 77,595677,31.03.1965,г. Щелково,843-497,15.04.2010,Паспортно-визовая служба ОВД по Московской области в г. Химки
Морозов,Климент,Елизарович,73 52,284856,02.09.1997,г. Бугуруслан,013-830,12.09.2017,Отдел полиции УМВД России по Тульской области
Смирнов,Мокей,Фролович,88 36,223239,19.05.1968,г. Тарко-Сале,933-176,13.07.2013,Управление МВД России по г. Ярославль по Центральному району
Осипова,Александра,Юрьевна,91 93,816108,28.06.1979,г. Агата,513-500,28.07.2024,Отделение по вопросам миграции ОМВД России по Воронежской области
Юдина,Ирина,Ивановна,53 58,274511,20.10.1962,г. Волхов,811-616,14.11.2007,Управление внутренних дел по Тамбовской области в г. Рассказово
Ширяев,Виссарион,Авдеевич,72 76,180402,25.12.2007,г. Сухиничи,661-695,15.02.2022,Отдел УФМС России по Свердловской области в г. Каменск-Уральский
Лапина,Татьяна,Олеговна,86 58,494470,21.02.1989,г. Игарка,093-424,21.04.2009,Отдел УФМС России по Кабардино-Балкарской Республике
Комиссаров,Август,Авдеевич,46 94,714223,22.01.1984,г. Александровск,352-850,09.02.2004,Районный отдел УФМС России по Костромской области в г. Кострома
